Sr No,Text,Original sentiment Score,Predicted Sentiment Score,S-Precision,S-Recall,Sentiment F1 Score,S-Accuracy,Word-Sentiment Pairing,sentiment-score pairing
217,"yes, i having irritated in my studies. because of all subjects special in english because in my studies english and marathi is very hard subject. because of grammar and spelling mistake. no, i dont have aby pressure in my study because i do regularly. no, my parents do nt compare me to any of my friends. yes, i confused in maths problems,but not that much. yes, anytime i distract from studies because of phone and tv \. ","irritable,distracted","irritable,confused,distracted",0.666666667,1,0.8,0.965517241,"{'irritate': 'irritable', 'confuse': 'confused', 'phone': 'distracted', 'distract': 'distracted'}","{'irritable': 100, 'confused': 100, 'distracted': 99}"
218,"yes, i have difficulties in the study. i am very confused in english writing because i will learn to 1st to 10th in marathi mediumand i wil not speak english properly. i have learn one paragraph every day. parents very well support me in study.mobile phones and tv are a distraction.",confused,confused,1,1,1,1,{'confused': 'confused'},{'confused': 100}
219,"there is nothing which comees in our study. and also not irritated,pressurised ad no comparison between friends in study. but there are more distractive things like while studying we have go ouut somewhere and hangout with friends etc. there in this i get difficulty  when i over study on one tpic i forget what i have studyed. hence thesre are the problems now i am and other are facing.",NIL,NIL,1,1,1,1,NIL,NIL
220,"distraction, most of the time distract from study ,i wasnt my time on you tube nad whhatsapp. i kown about my aim but i am confused how to start studying .that's my problem,i know time is so important but cant manage most of the time i prepare a time table but it fails.","distracted,confused,sad","confused,sad,distracted",1,1,1,1,"{'distraction': 'distracted', 'distract': 'distracted', 'confused': 'confused', 'fail': 'sad'}","{'distracted': 100, 'confused': 100, 'sad': 80}"
221,"no, i am not irritated about the studies because it's interesting. yes my brother is the most related because he helps me with everything. i feel any pressure i take deep breaths and relax. most students are distracted because from studiesbeacuse of mobile phones and yes i am also distracted .no i am not confused while studying. yes i hesitate to ask queries.","anxious,distracted","anxious,distracted",1,1,1,1,"{'pressure': 'anxious', 'mobile': 'distracted', 'distract': 'distracted', 'hesitate': 'anxious'}","{'anxious': 80, 'distracted': 99}"
222,"i dont time for self study because of the clases,college and practice,so i dont know how to manage time for self study. yes, i feel pressurised while doing study because my parents are expecting too high from me for each and everything so it makes me a little irritated but i need some time to relax my mind. phone distract me from studying . yes i get confused sometimes while doinng studies because i cant understand some points. yes studies are essential for me but because of pressure i dont like to study sometimes. my parents always compare me with my friends and cousins in everything.","anxious,distracted,irritable,upset","upset,irritable,confused,distracted",0.75,0.75,0.75,0.931034483,"{'irritated': 'irritable', 'dont know': 'confused', 'phone': 'distracted', 'distract': 'distracted', 'compare': 'upset'}","{'irritable': 100, 'confused': 80, 'distracted': 98, 'upset': 80}"
223,the pressure created by my parentsfor studying gives me deep sorrow. i feel irritated when they force me to study when you are in no mood to study. i like studying at night but my parents dont allow me to study at night which makes me confused and it affects my mental health blaming why i' not studying.studies is important in life as we can do anything if we have education. i get confused during studies as after covid theirlot of syllabus cancel which is important for our next year or in oue national exam.,"anxious,confused,sad","anxious,confused,sad",1,1,1,1,"{'pressure': 'anxious', 'sorrow': 'sad', 'confused': 'confused'}","{'anxious': 80, 'sad': 80, 'confused': 100}"
224,"actually i dont have such problems during studies. but i only get distracted by mobile phone and especially tv but because of that i forget to do my studies. i am not confused at all during my studies. most of the time i get irritated by studies because of the burden..and yes,ofcourse every parents compare their child to other in cultural activites,gaming,studying etc,so are my parents..but i dont mind it because they appriciate my goodness as well.","irritable,distracted,forgetful","forgetful,distracted",1,0.666666667,0.8,0.965517241,"{'mobile': 'distracted', 'phone': 'distracted', 'distract': 'distracted', 'forget': 'forgetful'}","{'distracted': 97, 'forgetful': 100}"
225,"before 2 years or before i could study for 4 or more hours but after lockdown honestly i cant study more than two hours. during i start to start to study i feel lazy then i start feeling sleepy,that disturbes my study mood and then i cant learn any topic anymore. yes,actually i get confused during start study. studying is essential and important for us. yes my parents compare me with my friends about my marks. i dont fell pressuried but it gets boring.","nervous,confused,bored,tired,upset","tired,low confidence,nervous,upset,confused",0.8,0.8,0.8,0.931034483,"{'cant study': 'low confidence', 'lazy': 'tired', 'disturb': 'nervous', 'confused': 'confused', 'compare': 'upset'}","{'low confidence': 80, 'tired': 60, 'nervous': 80, 'confused': 100, 'upset': 80}"
226,"being  a siingle child i get all the facilities a single child would want,but due to deteroing health of my mother i cant focus on my studies. as she is suffering from 2nd stage breast cancer ,it's really difficult for me to manage my studies. i dont have any problem studying i love books but for past few months i get distracted by my phone. i tried to get rid of this habbit and start studying and not turn my head towards my cell but i am failing. getting good marks are never my expectations but i want to come first in everything i do. my parents support me towards my studies and they never compare my marks or percentage with others.","distracted,sad","sad,distracted",1,1,1,1,"{'cant focus': 'distracted', 'suffer': 'sad', 'fail': 'sad'}","{'distracted': 80, 'sad': 80}"
227,there are very distractions these days. not able to study. if we sit for studying only 1 or 2 hour/s is effective we are not able to study 3/4 hours like before. and also we get confused while studying. i know studies are important to us but after lockdown was become we felt hard while doing studies and also mobile becomes distraction.,distracted,distracted,1,1,1,1,{'distraction': 'distracted'},{'distracted': 100}
